,EntryID,Reaction,ECNumber,UniProtKB_AC,Tissue,Organism,Temperature,pH,Buffer,CellularLocation,Enzyme Variant,Enzymename,Activator,Cofactor,Inhibitor,KeggReactionID,KineticMechanismType,Other Modifier,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit,Pathway,Product,PubMedID,Publication,Rate Equation,SabioReactionID,Substrate
2,14724,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1,P94181,-,Anabaena sp.,45.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
3,14725,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1,P94181,-,Anabaena sp.,45.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
4,51334,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1,Q553Y7,-,Dictyostelium discoideum,-,7.0, , , , , , , , , , , , , , , , , , , , , , , 
5,51335,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1,Q553Y7,-,Dictyostelium discoideum,-,7.0, , , , , , , , , , , , , , , , , , , , , , , 
6,66279,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1,Q96PN6,-,Homo sapiens,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
7,66280,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1,Q96PN6,-,Homo sapiens,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
8,66281,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1,Q96PN6,-,Homo sapiens,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
9,66282,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1,Q96PN6,-,Homo sapiens,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
10,66283,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1,Q96PN6,-,Homo sapiens,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
11,66284,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1,Q9Z286,testis,Rattus norvegicus,-,-, , , , , , , , , , , , , , , , , , , , , , , 
12,67182,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1, ,testis,Rattus norvegicus,35.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
13,67183,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1, ,testis,Rattus norvegicus,35.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
14,67324,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1, ,testis,Homo sapiens,35.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
15,67325,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1, ,testis,Homo sapiens,35.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
16,67344,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1,Q8S9F2;Q8S9F1;Q8S9F2,-,Euglena gracilis,27.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
17,67738,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1,Q9Z286,testis,Rattus norvegicus,37.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
18,67739,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1, ,spermatozoon,Ovis aries,30.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
19,67740,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1, ,spermatozoon,Ovis aries,30.0,8.2, , , , , , , , , , , , , , , , , , , , , , , 
20,67741,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1, ,spermatozoon,Ovis aries,30.0,8.2, , , , , , , , , , , , , , , , , , , , , , , 
21,67742,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1, ,spermatozoon,Ovis aries,30.0,8.2, , , , , , , , , , , , , , , , , , , , , , , 
22,67743,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1, ,spermatozoon,Ovis aries,30.0,8.2, , , , , , , , , , , , , , , , , , , , , , , 
0,4052,2-Oxoglutarate + L-Aspartate = L-Glutamate + Oxaloacetate,2.6.1.19,P50457;P22256,-,Escherichia coli,25.0,7.8, , , , , , , , , , , , , , , , , , , , , , , 
1,4053,2-Oxoglutarate + L-Aspartate = L-Glutamate + Oxaloacetate,2.6.1.19,P22256;P50457,-,Escherichia coli,25.0,7.8, , , , , , , , , , , , , , , , , , , , , , , 
2,4054,2-Oxoglutarate + L-Aspartate = L-Glutamate + Oxaloacetate,2.6.1.19,P50457;P22256,-,Escherichia coli,25.0,7.8, , , , , , , , , , , , , , , , , , , , , , , 
3,4055,2-Oxoglutarate + L-Aspartate = L-Glutamate + Oxaloacetate,2.6.1.19,P22256;P50457,-,Escherichia coli,25.0,7.8, , , , , , , , , , , , , , , , , , , , , , , 
36,12155,2-Oxoglutarate + L-Aspartate = L-Glutamate + Oxaloacetate,2.6.1.5,P33447,epimastigote,Trypanosoma cruzi,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
39,17521,2-Oxoglutarate + L-Aspartate = L-Glutamate + Oxaloacetate,2.6.1.57, ,-,Bacillus brevis,-,8.0, , , , , , , , , , , , , , , , , , , , , , , 
41,17534,2-Oxoglutarate + L-Aspartate = L-Glutamate + Oxaloacetate,2.6.1.42, ,-,Bacillus brevis,-,8.0, , , , , , , , , , , , , , , , , , , , , , , 
0,15503,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P07741,erythrocyte,Homo sapiens,37.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
1,15504,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P07741,erythrocyte,Homo sapiens,37.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
2,39932,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
3,39958,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
4,39959,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
5,39960,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
6,39961,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
7,39962,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
8,39963,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
9,39964,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
10,39965,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
11,39966,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
12,39967,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
13,39968,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
14,39969,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
15,39970,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
16,39971,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P36972,Novikoff hepatoma cell,Rattus norvegicus,37.0,-, , , , , , , , , , , , , , , , , , , , , , , 
17,56966,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,Q43199,germ,Triticum aestivum,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
18,56970,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,Q43199,germ,Triticum aestivum,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
19,60235,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P69503,-,Escherichia coli,37.0,7.7, , , , , , , , , , , , , , , , , , , , , , , 
20,60236,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,P69503,-,Escherichia coli,37.0,7.7, , , , , , , , , , , , , , , , , , , , , , , 
21,60237,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,Q6MTD4,-,Mycoplasma mycoides,37.0,7.7, , , , , , , , , , , , , , , , , , , , , , , 
22,60238,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,Q6MTD4,-,Mycoplasma mycoides,37.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
23,60239,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,Q6MTD4,-,Mycoplasma mycoides,37.0,8.15, , , , , , , , , , , , , , , , , , , , , , , 
24,60240,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,Q6MTD4,-,Mycoplasma mycoides,37.0,7.7, , , , , , , , , , , , , , , , , , , , , , , 
25,60241,Diphosphate + AMP = Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,2.4.2.7,Q6MTD4,-,Mycoplasma mycoides,37.0,7.7, , , , , , , , , , , , , , , , , , , , , , , 
0,64440,"NADH + H+ + Acetoin = NAD+ + 2,3-Butanediol",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,5.8, , , , , , , , , , , , , , , , , , , , , , , 
1,64441,"NADH + H+ + Acetoin = NAD+ + 2,3-Butanediol",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,5.8, , , , , , , , , , , , , , , , , , , , , , , 
2,64446,"H+ + Acetoin + NADPH = 2,3-Butanediol + NADP+",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,5.8, , , , , , , , , , , , , , , , , , , , , , , 
3,64447,"H+ + Acetoin + NADPH = 2,3-Butanediol + NADP+",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,5.8, , , , , , , , , , , , , , , , , , , , , , , 
4,64452,"NAD+ + erythro-2,3-Butanediol = NADH + H+ + Acetoin",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,9.2, , , , , , , , , , , , , , , , , , , , , , , 
5,64453,"NAD+ + erythro-2,3-Butanediol = NADH + H+ + Acetoin",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,9.2, , , , , , , , , , , , , , , , , , , , , , , 
6,64454,"NAD+ + threo-2,3-Butanediol = NADH + H+ + Acetoin",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,9.2, , , , , , , , , , , , , , , , , , , , , , , 
7,64455,"NAD+ + threo-2,3-Butanediol = NADH + H+ + Acetoin",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,9.2, , , , , , , , , , , , , , , , , , , , , , , 
8,64458,"NADH + H+ + Acetoin = NAD+ + 2,3-Butanediol",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,5.8, , , , , , , , , , , , , , , , , , , , , , , 
9,64459,"NADH + H+ + Acetoin = NAD+ + 2,3-Butanediol",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,5.8, , , , , , , , , , , , , , , , , , , , , , , 
10,64464,"NADH + H+ + Acetoin = NAD+ + 2,3-Butanediol",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,9.2, , , , , , , , , , , , , , , , , , , , , , , 
11,64465,"NADH + H+ + Acetoin = NAD+ + 2,3-Butanediol",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,9.2, , , , , , , , , , , , , , , , , , , , , , , 
12,64468,"NADH + H+ + Acetoin = NAD+ + 2,3-Butanediol",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,5.8, , , , , , , , , , , , , , , , , , , , , , , 
13,64469,"NADH + H+ + Acetoin = NAD+ + 2,3-Butanediol",1.1.1.4,Q0KDL6,-,Cupriavidus necator,30.0,5.8, , , , , , , , , , , , , , , , , , , , , , , 
14,64662,"NAD+ + (R,R)-Butane-2,3-diol = NADH + (R)-Acetoin + H+",1.1.1.4,P39714,-,Saccharomyces cerevisiae,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
15,64663,"NAD+ + (R,R)-Butane-2,3-diol = NADH + (R)-Acetoin + H+",1.1.1.4,P39714,-,Saccharomyces cerevisiae,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
16,64664,"NADH + H+ + Acetoin = NAD+ + 2,3-Butanediol",1.1.1.4,P39714,-,Saccharomyces cerevisiae,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
17,64665,"NADH + H+ + Acetoin = NAD+ + 2,3-Butanediol",1.1.1.4,P39714,-,Saccharomyces cerevisiae,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
18,64666,"NAD+ + erythro-2,3-Butanediol = NADH + H+ + (S)-Acetoin",1.1.1.4,P39714,-,Saccharomyces cerevisiae,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
19,64667,"NAD+ + 1,2-Butanediol = Unknown + NADH + H+",1.1.1.4,P39714,-,Saccharomyces cerevisiae,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
0,43738,NH3 + Chorismate = H2O + Anthranilate + Pyruvate,4.1.3.27, ,-,Catharanthus roseus,30.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
1,62650,NH3 + Chorismate = H2O + Anthranilate + Pyruvate,4.1.3.27,P32068,-,Arabidopsis thaliana,22.0,7.8, , , , , , , , , , , , , , , , , , , , , , , 
2,62651,NH3 + Chorismate = H2O + Anthranilate + Pyruvate,4.1.3.27, ,shoot,Zea mays,-,7.8, , , , , , , , , , , , , , , , , , , , , , , 
3,68907,NH3 + Chorismate = H2O + Anthranilate + Pyruvate,4.1.3.27,P00899;P00937;P00899,-,Saccharomyces cerevisiae,-,8.55, , , , , , , , , , , , , , , , , , , , , , , 
4,68911,NH3 + Chorismate = H2O + Anthranilate + Pyruvate,4.1.3.27,P00899;P00937;P00899,-,Saccharomyces cerevisiae,-,8.55, , , , , , , , , , , , , , , , , , , , , , , 
0,1576,ATP + H2O = Phosphate + ADP,2.7.1.2,P35557,pancreatic beta cell,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
1,2139,ATP + H2O = Phosphate + ADP,7.1.2.2,P07677;P09219,-,Bacillus PS3,-,7.0, , , , , , , , , , , , , , , , , , , , , , , 
2,2140,ATP + H2O = Phosphate + ADP,7.1.2.2,P07677;P09219,-,Bacillus PS3,-,7.0, , , , , , , , , , , , , , , , , , , , , , , 
3,2271,ATP + H2O = Phosphate + ADP,-,Q58378,-,Methanocaldococcus jannaschii,22.0,7.8, , , , , , , , , , , , , , , , , , , , , , , 
4,2279,ATP + H2O = Phosphate + ADP,5.6.1.8, ,skeletal muscle,Oryctolagus cuniculus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
5,2280,ATP + H2O = Phosphate + ADP,5.6.1.8, ,skeletal muscle,Oryctolagus cuniculus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
6,3977,ATP + H2O = Phosphate + ADP,5.6.1.7,P0A6F5,-,Escherichia coli,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
7,3978,ATP + H2O = Phosphate + ADP,5.6.1.7,P0A6F5,-,Escherichia coli,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
8,3979,ATP + H2O = Phosphate + ADP,5.6.1.7,P0A6F5;P0A6F9,-,Escherichia coli,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
9,4655,ATP + H2O = Phosphate + ADP,3.4.24,P0AAI3,-,Escherichia coli,37.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
10,4658,ATP + H2O = Phosphate + ADP,3.4.24,P0AAI3,-,Escherichia coli,37.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
11,5128,ATP + H2O = Phosphate + ADP,3.6.1.15,P11125,-,Bacteriophage phi-6,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
12,5130,ATP + H2O = Phosphate + ADP,3.6.1.15, ,-,Bacteriophage phi-8,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
13,5132,ATP + H2O = Phosphate + ADP,3.6.1.15, ,-,Bacteriophage phi-13,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
14,5455,ATP + H2O = Phosphate + ADP,3.6.1.15, ,-,SARS coronavirus,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
15,5767,ATP + H2O = Phosphate + ADP,3.6.1,P26664,-,Hepatitis C virus (isolate 1),22.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
16,5768,ATP + H2O = Phosphate + ADP,3.6.1,P26664,-,Hepatitis C virus (isolate 1),22.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
17,6614,ATP + H2O = Phosphate + ADP,7.1.2.2, ,-,Saccharomyces cerevisiae,25.0,6.5, , , , , , , , , , , , , , , , , , , , , , , 
18,6615,ATP + H2O = Phosphate + ADP,7.1.2.2, ,-,Saccharomyces cerevisiae,25.0,6.5, , , , , , , , , , , , , , , , , , , , , , , 
19,6616,ATP + H2O = Phosphate + ADP,7.1.2.2, ,-,Saccharomyces cerevisiae,25.0,6.5, , , , , , , , , , , , , , , , , , , , , , , 
20,6654,ATP + H2O = Phosphate + ADP,5.6.1.8,P02602,muscle,Oryctolagus cuniculus,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
21,12191,ATP + H2O = Phosphate + ADP,3.1.3.2,P13686,osteoclastoma cell,Homo sapiens,25.0,5.7, , , , , , , , , , , , , , , , , , , , , , , 
22,12456,ATP + H2O = Phosphate + ADP,3.1.3.2, ,fruit,Musa acuminata,45.0,5.8, , , , , , , , , , , , , , , , , , , , , , , 
23,12496,ATP + H2O = Phosphate + ADP,3.1.3.2,P83380,-,Solanum lycopersicum,40.0,5.3, , , , , , , , , , , , , , , , , , , , , , , 
24,12497,ATP + H2O = Phosphate + ADP,3.1.3.2,P83379,-,Solanum lycopersicum,40.0,5.3, , , , , , , , , , , , , , , , , , , , , , , 
25,12522,ATP + H2O = Phosphate + ADP,3.6.1.3, ,-,Enterococcus hirae,38.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
26,12523,ATP + H2O = Phosphate + ADP,3.6.1.3, ,-,Enterococcus hirae,38.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
27,12524,ATP + H2O = Phosphate + ADP,3.6.1.3, ,-,Enterococcus hirae,38.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
28,12688,ATP + H2O = Phosphate + ADP,2.7.1.1,P04807,-,Saccharomyces cerevisiae,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
29,22520,ATP + H2O = Phosphate + ADP,3.1.3.29,Q8TBE9,-,Homo sapiens,37.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
30,25512,ATP + H2O = Phosphate + ADP,3.1.3.2, ,seed,Lupinus luteus,30.0,5.4, , , , , , , , , , , , , , , , , , , , , , , 
31,26148,ATP + H2O = Phosphate + ADP,3.6.2.1, ,liver,Bos taurus,37.0,5.7, , , , , , , , , , , , , , , , , , , , , , , 
32,30072,ATP + H2O = Phosphate + ADP,3.6.1, ,liver,Rattus norvegicus,37.0,5.2, , , , , , , , , , , , , , , , , , , , , , , 
33,30074,ATP + H2O = Phosphate + ADP,3.6.1, ,kidney,Rattus norvegicus,37.0,5.2, , , , , , , , , , , , , , , , , , , , , , , 
34,36420,ATP + H2O = Phosphate + ADP,3.6.1,P10081,-,Saccharomyces cerevisiae,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
35,36421,ATP + H2O = Phosphate + ADP,3.6.1,P10081,-,Saccharomyces cerevisiae,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
36,36422,ATP + H2O = Phosphate + ADP,3.6.1,P10081,-,Saccharomyces cerevisiae,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
37,36423,ATP + H2O = Phosphate + ADP,3.6.1,P29562,-,Oryctolagus cuniculus,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
38,39606,ATP + H2O = Phosphate + ADP,3.6.4,P32657,-,Saccharomyces cerevisiae,-,7.5, , , , , , , , , , , , , , , , , , , , , , , 
39,39607,ATP + H2O = Phosphate + ADP,3.6.4,P32657,-,Saccharomyces cerevisiae,-,7.5, , , , , , , , , , , , , , , , , , , , , , , 
40,40464,ATP + H2O = Phosphate + ADP,3.6.1.15,Q9BSD7,-,Homo sapiens,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
41,40879,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
42,40880,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
43,40881,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
44,40882,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
45,40883,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
46,40884,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
47,40885,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
48,40886,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
49,40889,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
50,40890,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
51,40891,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
52,40892,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
53,40893,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
54,40894,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
55,40895,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
56,40896,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
57,40897,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
58,40898,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
59,40899,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
60,40900,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
61,40901,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
62,40902,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
63,40903,ATP + H2O = Phosphate + ADP,3.6.4.10,P31539,-,Saccharomyces cerevisiae,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
64,40939,ATP + H2O = Phosphate + ADP,3.6.4.13,P06634,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
65,40940,ATP + H2O = Phosphate + ADP,3.6.4.13,P06634,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
66,40941,ATP + H2O = Phosphate + ADP,3.6.4.13,P06634,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
67,40942,ATP + H2O = Phosphate + ADP,3.6.4.13,P06634,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
68,40943,ATP + H2O = Phosphate + ADP,3.6.4.13,P06634,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
69,40944,ATP + H2O = Phosphate + ADP,3.6.4.13,P06634,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
70,40945,ATP + H2O = Phosphate + ADP,3.6.4.13,P06634,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
71,40946,ATP + H2O = Phosphate + ADP,3.6.4.13,P06634,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
72,40947,ATP + H2O = Phosphate + ADP,3.6.4.13,P06634,-,Saccharomyces cerevisiae,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
